Experiment,Date,Ping_Target,Tracked_Interface,Fail_Start_Time,Fail_End_Time,Failover_Duration_sec,Ping_Loss_Duration_sec,Total_Pings,Successful_Pings,Lost_Pings,Packet_Loss_Percent,Avg_Latency_ms,Min_Latency_ms,Max_Latency_ms,CPU_Before,CPU_After,Jitter_ms,Median_Latency_ms,Latency_95th_ms,Latency_99th_ms
99,2025-12-12 11:03:14,1.1.1.1,GigabitEthernet0/0,2.225,5.29,3.0649,3.0649,79,76,3,3.79746835443038,8.37022066116333,5.076408386230469,20.09296417236328,,11.0,2.402,7.868,11.729,15.154
100,2025-12-12 11:03:38,1.1.1.1,GigabitEthernet0/0,2.275,6.374,4.0991,4.0991,84,80,4,4.761904761904762,8.010336756706238,4.304170608520508,16.813278198242188,2.0,13.0,2.091,7.622,11.498,13.592
101,2025-12-12 11:04:03,1.1.1.1,GigabitEthernet0/0,2.27,5.324,3.0536,3.0536,81,78,3,3.7037037037037033,7.458249727884929,4.117250442504883,13.103485107421875,4.0,12.0,1.521,7.048,10.001,10.716
102,2025-12-12 11:04:27,1.1.1.1,GigabitEthernet0/0,2.256,6.373,4.1161,4.1161,80,76,4,5.0,8.684537912669935,4.773855209350586,26.697158813476562,2.0,15.0,3.914,7.581,13.306,24.821
103,2025-12-12 11:04:51,1.1.1.1,GigabitEthernet0/0,2.216,5.288,3.072,3.072,78,75,3,3.8461538461538463,8.884773254394531,3.9098262786865234,20.949125289916992,6.0,16.0,3.133,8.039,14.132,20.723
104,2025-12-12 11:05:15,1.1.1.1,GigabitEthernet0/0,2.261,6.363,4.1015,4.1015,83,79,4,4.819277108433735,8.00265843355203,4.20069694519043,15.895366668701172,2.0,8.0,2.267,7.658,12.948,14.672
105,2025-12-12 11:05:40,1.1.1.1,GigabitEthernet0/0,2.339,5.413,3.0733,3.0733,82,79,3,3.6585365853658534,9.467155118531819,4.743814468383789,31.94403648376465,1.0,15.0,5.916,7.321,24.375,30.564
106,2025-12-12 11:06:04,1.1.1.1,GigabitEthernet0/0,2.28,6.391,4.1113,4.1113,77,73,4,5.194805194805195,9.570141361184316,5.342960357666016,32.529592514038086,1.0,11.0,5.533,7.68,21.289,28.773
107,2025-12-12 11:06:29,1.1.1.1,GigabitEthernet0/0,2.308,5.388,3.0794,3.0794,83,80,3,3.614457831325301,7.483190298080444,4.016399383544922,13.296127319335938,2.0,14.0,1.568,7.279,10.36,12.287
108,2025-12-12 11:06:52,1.1.1.1,GigabitEthernet0/0,2.268,5.327,3.0589,3.0589,80,77,3,3.75,9.691897924844321,5.121946334838867,31.789064407348633,4.0,7.0,4.461,8.388,18.096,24.695
109,2025-12-12 11:07:16,1.1.1.1,GigabitEthernet0/0,2.25,5.333,3.0829,3.0829,76,73,3,3.9473684210526314,9.482207363598967,4.966020584106445,23.908615112304688,2.0,13.0,3.981,8.124,19.156,22.328
110,2025-12-12 11:07:40,1.1.1.1,GigabitEthernet0/0,2.276,5.366,3.0899,3.0899,82,79,3,3.6585365853658534,7.476679886443706,4.773378372192383,13.024091720581055,2.0,15.0,1.496,7.374,9.652,11.442
111,2025-12-12 11:08:04,1.1.1.1,GigabitEthernet0/0,2.248,5.302,3.0539,3.0539,91,88,3,3.296703296703297,7.778538898988203,4.651308059692383,12.894392013549805,3.0,11.0,1.742,7.501,10.924,12.755
112,2025-12-12 11:08:27,1.1.1.1,GigabitEthernet0/0,2.297,6.41,4.1132,4.1132,80,76,4,5.0,8.139174235494513,5.2776336669921875,23.436784744262695,2.0,9.0,2.832,7.407,12.243,18.436
113,2025-12-12 11:08:52,1.1.1.1,GigabitEthernet0/0,2.267,5.348,3.0809,3.0809,87,84,3,3.4482758620689653,7.460117340087891,4.959583282470703,15.42353630065918,2.0,13.0,1.744,7.268,9.594,14.174
114,2025-12-12 11:09:16,1.1.1.1,GigabitEthernet0/0,2.232,6.344,4.1114,4.1114,79,75,4,5.063291139240507,7.248376210530599,4.714727401733398,16.071796417236328,2.0,14.0,1.71,6.958,9.885,11.163
115,2025-12-12 11:09:41,1.1.1.1,GigabitEthernet0/0,2.286,5.351,3.0651,3.0651,83,80,3,3.614457831325301,7.2816163301467896,4.518270492553711,13.48876953125,2.0,13.0,1.55,7.026,10.501,11.042
116,2025-12-12 11:10:04,1.1.1.1,GigabitEthernet0/0,2.31,6.409,4.0992,4.0992,82,78,4,4.878048780487805,8.161590649531437,4.519224166870117,23.74100685119629,2.0,12.0,3.466,7.084,15.728,20.521
117,2025-12-12 11:10:29,1.1.1.1,GigabitEthernet0/0,2.268,5.345,3.0768,3.0768,79,76,3,3.79746835443038,8.52957524751362,4.687070846557617,27.28748321533203,1.0,15.0,4.007,7.521,16.09,26.382
118,2025-12-12 11:10:53,1.1.1.1,GigabitEthernet0/0,2.305,5.389,3.084,3.084,81,78,3,3.7037037037037033,7.135724410032615,4.658937454223633,22.857666015625,2.0,14.0,2.416,6.698,11.4,12.784
119,2025-12-12 11:11:17,1.1.1.1,GigabitEthernet0/0,2.297,6.393,4.0954,4.0954,79,75,4,5.063291139240507,10.264069239298502,4.63104248046875,38.312673568725586,3.0,8.0,6.01,7.841,21.991,29.595
120,2025-12-12 11:11:42,1.1.1.1,GigabitEthernet0/0,2.378,5.462,3.0847,3.0847,79,76,3,3.79746835443038,9.803342191796554,4.68134880065918,38.61093521118164,3.0,10.0,6.7,7.632,23.489,34.895
121,2025-12-12 11:12:05,1.1.1.1,GigabitEthernet0/0,2.301,5.376,3.0747,3.0747,86,83,3,3.488372093023256,7.409874215183488,3.9899349212646484,13.770341873168945,1.0,15.0,1.875,6.96,10.692,13.193
122,2025-12-12 11:12:29,1.1.1.1,GigabitEthernet0/0,2.289,5.352,3.0628,3.0628,83,80,3,3.614457831325301,7.358571887016296,5.062103271484375,10.903120040893555,3.0,16.0,1.254,7.254,9.47,9.885
123,2025-12-12 11:12:53,1.1.1.1,GigabitEthernet0/0,2.347,4.392,2.0447,2.0447,82,80,2,2.4390243902439024,8.791223168373108,0,31.16607666015625,1.0,9.0,4.1,7.904,12.518,30.936
124,2025-12-12 11:13:17,1.1.1.1,GigabitEthernet0/0,2.235,5.317,3.0819,3.0819,80,77,3,3.75,7.510792125355113,4.673480987548828,16.977548599243164,2.0,12.0,2.147,7.069,10.639,14.121
125,2025-12-12 11:13:41,1.1.1.1,GigabitEthernet0/0,2.274,5.341,3.0669,3.0669,79,76,3,3.79746835443038,7.522084211048327,3.987550735473633,14.337778091430664,2.0,14.0,2.043,7.052,11.079,12.809
126,2025-12-12 11:14:04,1.1.1.1,GigabitEthernet0/0,2.282,6.384,4.1021,4.1021,81,77,4,4.938271604938271,8.52719529882654,5.2967071533203125,28.78284454345703,5.0,12.0,3.493,7.551,13.315,21.572
127,2025-12-12 11:14:29,1.1.1.1,GigabitEthernet0/0,2.308,6.399,4.0909,4.0909,82,78,4,4.878048780487805,7.208081392141489,4.972219467163086,13.004302978515625,6.0,10.0,1.477,7.034,9.835,10.677
128,2025-12-12 11:14:54,1.1.1.1,GigabitEthernet0/0,2.234,5.305,3.0709,3.0709,77,74,3,3.896103896103896,7.113859460160539,4.606008529663086,11.04879379272461,1.0,11.0,1.456,6.803,9.789,10.648
129,2025-12-12 11:15:18,1.1.1.1,GigabitEthernet0/0,2.267,5.347,3.0799,3.0799,79,76,3,3.79746835443038,8.340330500351754,4.602670669555664,27.14848518371582,2.0,15.0,3.92,7.258,14.667,26.498
130,2025-12-12 11:15:42,1.1.1.1,GigabitEthernet0/0,2.381,5.446,3.0655,3.0655,84,81,3,3.571428571428571,8.057367654494298,4.893302917480469,16.040325164794922,1.0,14.0,2.144,7.533,12.351,15.794
131,2025-12-12 11:16:06,1.1.1.1,GigabitEthernet0/0,2.278,5.35,3.0711,3.0711,81,78,3,3.7037037037037033,7.694421670375726,4.728078842163086,22.33600616455078,2.0,13.0,2.135,7.427,9.796,11.279
132,2025-12-12 11:16:29,1.1.1.1,GigabitEthernet0/0,2.311,6.419,4.1088,4.1088,81,77,4,4.938271604938271,8.053736253218217,4.156827926635742,19.660472869873047,2.0,15.0,2.956,7.393,14.677,17.149
133,2025-12-12 11:16:54,1.1.1.1,GigabitEthernet0/0,2.259,6.346,4.0865,4.0865,78,74,4,5.128205128205128,8.62454401480185,4.829645156860352,30.208826065063477,2.0,8.0,4.476,7.414,14.246,28.952
134,2025-12-12 11:17:19,1.1.1.1,GigabitEthernet0/0,2.252,5.325,3.0725,3.0725,78,75,3,3.8461538461538463,8.276201883951822,4.440546035766602,29.071807861328125,2.0,16.0,3.969,6.988,16.995,20.401
135,2025-12-12 11:17:43,1.1.1.1,GigabitEthernet0/0,2.243,6.34,4.0973,4.0973,80,76,4,5.0,7.682841075094123,4.391670227050781,22.055625915527344,5.0,12.0,3.155,6.871,14.297,21.39
136,2025-12-12 11:18:08,1.1.1.1,GigabitEthernet0/0,2.322,5.384,3.0617,3.0617,81,78,3,3.7037037037037033,7.944290454571064,3.7953853607177734,23.0257511138916,2.0,11.0,3.423,7.098,14.841,20.831
137,2025-12-12 11:18:31,1.1.1.1,GigabitEthernet0/0,2.272,5.343,3.0706,3.0706,78,75,3,3.8461538461538463,7.536382675170898,4.5642852783203125,14.464139938354492,3.0,14.0,1.898,7.088,10.933,13.411
138,2025-12-12 11:18:55,1.1.1.1,GigabitEthernet0/0,2.279,5.367,3.0881,3.0881,80,77,3,3.75,7.608553031822304,4.112005233764648,14.193296432495117,3.0,13.0,1.95,7.084,13.044,13.62
139,2025-12-12 11:19:19,1.1.1.1,GigabitEthernet0/0,2.254,5.334,3.0796,3.0796,80,77,3,3.75,8.04660227391627,4.280567169189453,17.049789428710938,6.0,11.0,2.175,7.444,12.448,14.488
140,2025-12-12 11:19:43,1.1.1.1,GigabitEthernet0/0,2.268,6.374,4.1062,4.1062,83,79,4,4.819277108433735,7.26369966434527,4.950523376464844,12.167215347290039,3.0,8.0,1.505,6.94,10.064,11.457
141,2025-12-12 11:20:08,1.1.1.1,GigabitEthernet0/0,2.282,6.393,4.1111,4.1111,84,80,4,4.761904761904762,7.1832239627838135,4.799604415893555,13.282299041748047,2.0,10.0,1.633,6.947,10.067,11.496
142,2025-12-12 11:20:33,1.1.1.1,GigabitEthernet0/0,2.241,5.326,3.085,3.085,79,76,3,3.79746835443038,7.354369288996646,4.672765731811523,13.911247253417969,2.0,15.0,1.86,6.907,10.561,13.493
143,2025-12-12 11:20:56,1.1.1.1,GigabitEthernet0/0,2.288,5.358,3.0696,3.0696,94,91,3,3.1914893617021276,8.392682442298302,4.982948303222656,26.404380798339844,2.0,13.0,3.164,7.668,12.018,21.531
144,2025-12-12 11:21:20,1.1.1.1,GigabitEthernet0/0,2.217,5.29,3.0729,3.0729,76,73,3,3.9473684210526314,9.28179531881254,5.211830139160156,21.922588348388672,2.0,15.0,3.29,8.104,14.933,21.145
145,2025-12-12 11:21:44,1.1.1.1,GigabitEthernet0/0,2.289,5.362,3.0738,3.0738,80,77,3,3.75,7.057672971254819,4.581212997436523,10.549783706665039,1.0,11.0,1.186,7.146,8.663,10.133
146,2025-12-12 11:22:07,1.1.1.1,GigabitEthernet0/0,2.267,6.366,4.0988,4.0988,83,79,4,4.819277108433735,7.528637028947661,4.569292068481445,14.341592788696289,2.0,14.0,2.156,6.913,11.366,14.177
147,2025-12-12 11:22:32,1.1.1.1,GigabitEthernet0/0,2.302,5.385,3.0827,3.0827,81,78,3,3.7037037037037033,8.75552495320638,4.904747009277344,39.212703704833984,5.0,12.0,5.448,7.162,22.192,23.321
148,2025-12-12 11:22:56,1.1.1.1,GigabitEthernet0/0,2.364,5.448,3.0833,3.0833,83,80,3,3.614457831325301,8.309915661811829,0,28.435230255126953,2.0,16.0,4.746,6.997,18.797,27.914
149,2025-12-12 11:23:20,1.1.1.1,GigabitEthernet0/0,2.238,5.321,3.0826,3.0826,81,78,3,3.7037037037037033,7.697673944326548,5.062580108642578,12.888193130493164,2.0,13.0,1.431,7.656,10.513,11.069
150,2025-12-12 11:23:44,1.1.1.1,GigabitEthernet0/0,2.264,5.343,3.0781,3.0781,81,78,3,3.7037037037037033,7.649760979872483,3.9415359497070312,13.181209564208984,3.0,16.0,1.764,7.489,10.464,11.775
151,2025-12-12 11:24:07,1.1.1.1,GigabitEthernet0/0,2.279,5.354,3.0746,3.0746,78,75,3,3.8461538461538463,8.18674405415853,4.5146942138671875,27.318716049194336,1.0,13.0,2.871,7.679,11.243,13.084
152,2025-12-12 11:24:31,1.1.1.1,GigabitEthernet0/0,2.27,6.372,4.1014,4.1014,83,79,4,4.819277108433735,7.819860796385173,5.300283432006836,19.182682037353516,2.0,11.0,2.289,7.294,12.493,13.454
153,2025-12-12 11:24:56,1.1.1.1,GigabitEthernet0/0,2.229,5.295,3.0662,3.0662,78,75,3,3.8461538461538463,8.544298807779947,5.000829696655273,23.145675659179688,3.0,12.0,3.182,7.963,13.441,19.21
154,2025-12-12 11:25:20,1.1.1.1,GigabitEthernet0/0,2.265,5.338,3.0727,3.0727,78,75,3,3.8461538461538463,8.378318150838217,5.23686408996582,23.140907287597656,2.0,15.0,3.306,7.064,16.331,18.838
155,2025-12-12 11:25:44,1.1.1.1,GigabitEthernet0/0,2.306,5.383,3.0772,3.0772,84,81,3,3.571428571428571,7.582072858457212,5.004405975341797,35.91585159301758,3.0,14.0,3.499,7.067,9.517,11.528
156,2025-12-12 11:26:07,1.1.1.1,GigabitEthernet0/0,2.24,5.317,3.0767,3.0767,77,74,3,3.896103896103896,8.438310107669315,5.171298980712891,22.47786521911621,2.0,11.0,3.081,7.331,12.808,18.807
157,2025-12-12 11:26:31,1.1.1.1,GigabitEthernet0/0,2.306,6.41,4.1039,4.1039,84,80,4,4.761904761904762,7.879924774169922,4.724740982055664,13.571977615356445,2.0,13.0,1.571,7.727,10.491,11.179
158,2025-12-12 11:26:56,1.1.1.1,GigabitEthernet0/0,2.333,6.425,4.0915,4.0915,79,75,4,5.063291139240507,9.166682561238607,4.876613616943359,44.243812561035156,3.0,19.0,5.923,7.491,15.244,27.341
159,2025-12-12 11:27:21,1.1.1.1,GigabitEthernet0/0,2.272,5.35,3.0782,3.0782,78,75,3,3.8461538461538463,7.924048105875651,4.451513290405273,24.94955062866211,3.0,7.0,3.271,7.195,12.583,20.818
160,2025-12-12 11:27:45,1.1.1.1,GigabitEthernet0/0,2.27,5.35,3.08,3.08,77,74,3,3.896103896103896,8.789739093265018,4.744052886962891,44.7845458984375,3.0,13.0,4.8,7.745,12.106,16.893
161,2025-12-12 11:28:08,1.1.1.1,GigabitEthernet0/0,2.323,5.394,3.0704,3.0704,79,76,3,3.79746835443038,9.737808453409295,4.098415374755859,61.377763748168945,3.0,14.0,8.058,7.2,22.648,29.427
162,2025-12-12 11:28:32,1.1.1.1,GigabitEthernet0/0,2.314,6.392,4.0777,4.0777,82,78,4,4.878048780487805,8.705380635383802,3.9577484130859375,29.535770416259766,4.0,15.0,4.882,7.439,23.192,28.599
163,2025-12-12 11:28:57,1.1.1.1,GigabitEthernet0/0,2.283,5.361,3.0773,3.0773,81,78,3,3.7037037037037033,7.513052377945337,4.398345947265625,21.942853927612305,1.0,8.0,2.613,6.853,10.169,19.701
164,2025-12-12 11:29:21,1.1.1.1,GigabitEthernet0/0,2.248,6.354,4.1065,4.1065,80,76,4,5.0,8.021323304427298,4.507541656494141,23.337364196777344,3.0,12.0,2.939,7.477,13.59,16.827
165,2025-12-12 11:29:46,1.1.1.1,GigabitEthernet0/0,2.28,6.377,4.0965,4.0965,84,80,4,4.761904761904762,7.496961951255798,4.492998123168945,13.140678405761719,2.0,10.0,1.878,7.081,11.293,12.416
166,2025-12-12 11:30:11,1.1.1.1,GigabitEthernet0/0,2.284,6.382,4.0978,4.0978,87,83,4,4.597701149425287,7.158466132290392,4.242658615112305,15.746831893920898,1.0,11.0,1.777,6.9,10.309,11.187
167,2025-12-12 11:30:35,1.1.1.1,GigabitEthernet0/0,2.234,5.314,3.0798,3.0798,81,78,3,3.7037037037037033,7.474777026054187,4.628181457519531,12.660503387451172,1.0,14.0,1.457,7.311,10.111,11.946
168,2025-12-12 11:30:59,1.1.1.1,GigabitEthernet0/0,2.299,6.392,4.0936,4.0936,85,81,4,4.705882352941177,7.766223248140312,3.9064884185791016,14.907598495483398,5.0,11.0,1.968,7.385,11.075,13.612
169,2025-12-12 11:31:24,1.1.1.1,GigabitEthernet0/0,2.247,6.356,4.1087,4.1087,80,76,4,5.0,8.218040591792056,4.168033599853516,20.032644271850586,2.0,10.0,3.178,7.19,14.082,18.782
170,2025-12-12 11:31:49,1.1.1.1,GigabitEthernet0/0,2.252,5.331,3.0792,3.0792,79,76,3,3.79746835443038,8.174861732282137,3.6733150482177734,26.4892578125,2.0,13.0,4.125,7.017,12.309,25.897
171,2025-12-12 11:32:13,1.1.1.1,GigabitEthernet0/0,2.26,6.366,4.1063,4.1063,79,75,4,5.063291139240507,8.101762135823568,5.120754241943359,14.59050178527832,2.0,9.0,2.248,7.683,12.438,14.344
172,2025-12-12 11:32:37,1.1.1.1,GigabitEthernet0/0,2.229,6.336,4.1068,4.1068,78,74,4,5.128205128205128,8.922583348042256,3.8366317749023438,30.416488647460938,3.0,9.0,5.445,7.155,23.071,27.799
173,2025-12-12 11:33:02,1.1.1.1,GigabitEthernet0/0,2.272,5.361,3.0899,3.0899,75,72,3,4.0,9.90518265300327,3.506183624267578,30.75695037841797,2.0,15.0,5.96,7.774,22.141,30.34
174,2025-12-12 11:33:26,1.1.1.1,GigabitEthernet0/0,2.256,6.362,4.1059,4.1059,82,78,4,4.878048780487805,7.727540456331694,4.282951354980469,14.445066452026367,2.0,12.0,1.727,7.277,10.303,10.824
175,2025-12-12 11:33:51,1.1.1.1,GigabitEthernet0/0,2.302,5.369,3.067,3.067,84,81,3,3.571428571428571,7.494355425422574,4.081249237060547,15.803337097167969,2.0,13.0,1.827,7.339,10.144,11.616
176,2025-12-12 11:34:15,1.1.1.1,GigabitEthernet0/0,2.262,6.347,4.0848,4.0848,85,81,4,4.705882352941177,7.627410653196735,4.558324813842773,13.799905776977539,2.0,9.0,1.768,7.334,10.311,13.674
177,2025-12-12 11:34:40,1.1.1.1,GigabitEthernet0/0,2.272,5.341,3.0695,3.0695,78,75,3,3.8461538461538463,8.00662358601888,4.4956207275390625,18.573284149169922,3.0,14.0,2.416,7.276,12.279,15.372
178,2025-12-12 11:35:03,1.1.1.1,GigabitEthernet0/0,2.23,6.323,4.0931,4.0931,79,75,4,5.063291139240507,7.702032725016276,4.485368728637695,13.526201248168945,6.0,10.0,2.313,6.909,12.661,13.257
179,2025-12-12 11:35:28,1.1.1.1,GigabitEthernet0/0,2.272,6.383,4.1107,4.1107,80,76,4,5.0,7.364536586560701,4.611492156982422,13.495922088623047,3.0,9.0,1.576,7.074,9.279,12.304
180,2025-12-12 11:35:53,1.1.1.1,GigabitEthernet0/0,2.347,5.437,3.0899,3.0899,81,78,3,3.7037037037037033,8.21521343329014,4.194498062133789,17.06719398498535,2.0,15.0,2.43,7.574,12.028,15.12
181,2025-12-12 11:36:17,1.1.1.1,GigabitEthernet0/0,2.225,5.309,3.0833,3.0833,79,76,3,3.79746835443038,8.271800844292892,4.781484603881836,24.047374725341797,2.0,12.0,3.251,7.569,16.086,17.62
182,2025-12-12 11:36:41,1.1.1.1,GigabitEthernet0/0,2.301,6.398,4.0972,4.0972,85,81,4,4.705882352941177,7.681399215886622,4.238128662109375,14.177322387695312,2.0,15.0,1.882,7.176,10.719,12.435
183,2025-12-12 11:37:05,1.1.1.1,GigabitEthernet0/0,2.251,6.348,4.0973,4.0973,79,75,4,5.063291139240507,9.910144805908203,4.118442535400391,42.236328125,2.0,14.0,6.691,7.27,22.533,30.403
184,2025-12-12 11:37:30,1.1.1.1,GigabitEthernet0/0,2.221,6.327,4.1058,4.1058,80,76,4,5.0,8.409694621437474,4.213809967041016,28.171300888061523,3.0,13.0,4.845,7.121,22.086,27.83
185,2025-12-12 11:37:55,1.1.1.1,GigabitEthernet0/0,2.257,3.282,1.0253,1.0253,77,76,1,1.2987012987012987,7.980205510791979,0,34.9578857421875,1.0,,5.199,6.858,18.311,32.888
186,2025-12-12 11:38:17,1.1.1.1,GigabitEthernet0/0,2.309,5.395,3.0864,3.0864,87,84,3,3.4482758620689653,7.665211246127174,4.402875900268555,35.951852798461914,,18.0,3.744,6.947,11.607,15.836
187,2025-12-12 11:38:41,1.1.1.1,GigabitEthernet0/0,2.314,5.396,3.082,3.082,77,74,3,3.896103896103896,8.970289616971403,4.417657852172852,34.867048263549805,1.0,11.0,6.25,6.907,24.881,32.063
188,2025-12-12 11:39:04,1.1.1.1,GigabitEthernet0/0,2.282,6.387,4.1052,4.1052,82,78,4,4.878048780487805,7.172984954638359,4.54401969909668,17.342805862426758,2.0,14.0,2.079,7.036,9.703,16.92
189,2025-12-12 11:39:29,1.1.1.1,GigabitEthernet0/0,2.3,5.378,3.0784,3.0784,84,81,3,3.571428571428571,7.302731643488378,4.7855377197265625,17.4100399017334,2.0,9.0,1.787,7.002,9.58,11.623
190,2025-12-12 11:39:53,1.1.1.1,GigabitEthernet0/0,2.287,5.37,3.0834,3.0834,84,81,3,3.571428571428571,7.224998356383524,4.143238067626953,19.97208595275879,3.0,14.0,2.465,6.894,9.898,19.881
191,2025-12-12 11:40:17,1.1.1.1,GigabitEthernet0/0,2.281,5.355,3.0741,3.0741,80,77,3,3.75,7.636531606897131,4.859209060668945,21.865367889404297,2.0,8.0,2.499,6.984,11.868,13.862
192,2025-12-12 11:40:41,1.1.1.1,GigabitEthernet0/0,2.234,5.321,3.0866,3.0866,80,77,3,3.75,7.283696880588284,4.034757614135742,15.502214431762695,2.0,12.0,1.978,6.887,10.603,13.09
193,2025-12-12 11:41:04,1.1.1.1,GigabitEthernet0/0,2.277,5.347,3.0701,3.0701,79,76,3,3.79746835443038,8.376454052172209,5.925178527832031,22.615909576416016,2.0,15.0,2.527,7.768,12.314,16.054
194,2025-12-12 11:41:28,1.1.1.1,GigabitEthernet0/0,2.273,6.368,4.0955,4.0955,84,80,4,4.761904761904762,7.949027419090271,4.353523254394531,15.608072280883789,1.0,15.0,2.148,7.67,12.331,14.574
195,2025-12-12 11:41:53,1.1.1.1,GigabitEthernet0/0,2.245,6.34,4.0945,4.0945,82,78,4,4.878048780487805,7.632139401558118,4.3201446533203125,16.014814376831055,2.0,8.0,2.017,7.425,10.546,13.516
196,2025-12-12 11:42:18,1.1.1.1,GigabitEthernet0/0,2.265,6.372,4.1071,4.1071,84,80,4,4.761904761904762,7.9219043254852295,4.6176910400390625,14.86825942993164,2.0,10.0,2.14,7.541,12.714,13.189
197,2025-12-12 11:42:43,1.1.1.1,GigabitEthernet0/0,2.284,6.403,4.1186,4.1186,77,73,4,5.194805194805195,9.466465205362399,4.110097885131836,29.12139892578125,2.0,8.0,5.532,7.44,23.436,28.614
198,2025-12-12 11:43:08,1.1.1.1,GigabitEthernet0/0,2.369,5.455,3.0858,3.0858,82,79,3,3.6585365853658534,8.976969537855704,4.659891128540039,33.24437141418457,2.0,15.0,4.641,7.828,14.129,31.039
